Equipo,Jugador,Posición,Edad,Nacionalidad,Cotización (USD)
TALLERES (C),"Benavídez, Gastón",Lateral derecho,29,Argentina,"3,000,000"
TALLERES (C),"Catalán, Matías",Defensor central,32,Chile,"1,800,000"
TALLERES (C),"Mantilla, Kevin",Defensor central,21,Colombia,"2,000,000"
TALLERES (C),"Navarro, Miguel",Lateral izquierdo,25,Venezuela,"2,000,000"
TALLERES (C),"Olmos, Tomás",Lateral derecho,19,Argentina,"20,000"
TALLERES (C),"Portillo, Juan Carlos",Pivote,24,Argentina,"1,800,000"
TALLERES (C),"Riveros, Blas",Lateral izquierdo,26,Paraguay,"1,000,000"
TALLERES (C),"Rodríguez, Juan Gabriel",Defensor central,30,Argentina,"800,000"
TALLERES (C),"Saavedra, Franco",Lateral izquierdo,21,Argentina,"25,000"
TALLERES (C),"Suárez, Lucas",Defensor central,29,Argentina,"800,000"
TALLERES (C),"Vigo, Alex",Lateral derecho,25,Argentina,"1,000,000"
TALLERES (C),"Albarracín, Gustavo",Volante,18,Argentina,"20,000"
TALLERES (C),"Botta, Rubén",Mediocampista ofensivo,34,Argentina,"800,000"
TALLERES (C),"Galarza Fonda, Matías",Pivote,22,Argentina,"7,000,000"
TALLERES (C),"Galarza, Matías",Volante,22,Paraguay,"800,000"
TALLERES (C),"Moyano, Franco",Volante,27,Argentina,"1,800,000"
TALLERES (C),"Ortegoza, Ulises",Pivote,27,Chile,"1,800,000"
TALLERES (C),"Portilla, Juan Camilo",Volante,26,Colombia,"2,500,000"
TALLERES (C),"Portillo, Marcos",Volante,24,Argentina,"2,500,000"
TALLERES (C),"Barticciotto, Bruno",Delantero centro,23,Chile,"2,500,000"
TALLERES (C),"Depietri, Valentín",Wing izquierdo,24,Argentina,"600,000"
TALLERES (C),"Esquivel, Matías",Volante,25,Argentina,"2,000,000"
TALLERES (C),"Girotti, Federico",Delantero centro,25,Argentina,"2,500,000"
TALLERES (C),"Martínez, Silvio Alejandro",Wing izquierdo,27,Argentina,"1,200,000"
TALLERES (C),"Palacios, Sebastián",Wing derecho,32,Argentina,"2,000,000"
TALLERES (C),"Romero, David",Delantero centro,21,Argentina,"50,000"
TALLERES (C),"Ruiz Rodríguez, Ramiro",Delantero centro,24,Argentina,"1,300,000"
TALLERES (C),"Tarragona, Cristian",Delantero centro,33,Argentina,"500,000"
TIGRE,"Fuster, Luka",Arquero,18,Argentina,"20,000"
TIGRE,"Solari, Agustín",Arquero,22,Argentina,"20,000"
TIGRE,"Sosa, Alan",Arquero,28,Argentina,"175,000"
TIGRE,"Zenobio, Felipe",Arquero,24,Argentina,"800,000"
TIGRE,"Arias, Ramón",Defensor central,32,Uruguay,"450,000"
TIGRE,"Banegas, Nahuel",Lateral izquierdo,28,Argentina,"800,000"
TIGRE,"Cavanagh, Tomás",Lateral izquierdo,23,Argentina,"200,000"
TIGRE,"Fernández, Tomás",Defensor central,20,Argentina,"100,000"
TIGRE,"Garay, Martín",Lateral derecho,25,Argentina,"1,300,000"
TIGRE,"Leizza, Brian",Defensor central,24,Argentina,"350,000"
TIGRE,"Marchese, Ángelo",Lateral izquierdo,20,Argentina,"150,000"
TIGRE,"Minissale, Pablo",Defensor central,23,Argentina,"300,000"
TIGRE,"Moreno, Valentín",Lateral derecho,21,Argentina,"20,000"
TIGRE,"Nardelli, Gian",Defensor central,24,Argentina,"375,000"
TIGRE,"Ortega, Martín",Lateral derecho,25,Argentina,"2,000,000"
TIGRE,"Paz, Nehuén",Defensor central,31,Argentina,"100,000"
TIGRE,"Cardozo, Agustín",Volante,27,Argentina,"1,500,000"
TIGRE,"Chávez, Tomás",Volante,19,Argentina,"20,000"
TIGRE,"Espíndola, Matías",Mediocampista ofensivo,20,Argentina,"75,000"
TIGRE,"Forclaz, Ezequiel",Mediocampista ofensivo,21,Argentina,"700,000"
TIGRE,"Galván, Tomás",Mediocampista ofensivo,24,Argentina,"2,200,000"
TIGRE,"González, Santiago",Volante,21,Argentina,"350,000"
TIGRE,"Maroni, Gonzalo",Mediocampista ofensivo,25,Argentina,"2,800,000"
TIGRE,"Medina, Sebastián",Interior izquierdo,24,Argentina,"300,000"
TIGRE,"Miranda, Leonel",Volante,30,Argentina,"500,000"
TIGRE,"Scipioni, Lorenzo",Volante,19,Argentina,"20,000"
TIGRE,"Armoa, Blas",Wing izquierdo,24,Paraguay,"2,000,000"
TIGRE,"Benítez, Romeo",Wing izquierdo,21,Paraguay,"1,500,000"
TIGRE,"Contín, Nicolás",Delantero centro,28,Argentina,"250,000"
TIGRE,"Ferreyra, Facundo",Delantero centro,33,Argentina,"125,000"
TIGRE,"Monzón, Florián",Delantero centro,23,Argentina,"1,500,000"
TIGRE,"Protti, Ijiel",Delantero centro,29,Argentina,"225,000"
TIGRE,"Ramírez, Eric",Delantero centro,25,Venezuela,"700,000"
TIGRE,"Sarmiento, Darío",Wing derecho,21,Argentina,"1,000,000"
TIGRE,"Viganoni, Camilo",Delantero centro,20,Argentina,"50,000"
UNIÓN,"Campisi, Nicolás",Arquero,28,Argentina,"800,000"
UNIÓN,"Cardozo, Thiago",Arquero,28,Uruguay,"1,500,000"
UNIÓN,"Chávez, Agustín",Arquero,19,Argentina,"20,000"
UNIÓN,"Meuli, Lucas",Arquero,23,Argentina,"25,000"
UNIÓN,"Corvalán, Claudio",Lateral izquierdo,35,Argentina,"275,000"
UNIÓN,"Fascendini, Valentín",Defensor central,21,Argentina,"50,000"
UNIÓN,"Gerometta, Francisco",Lateral derecho,25,Argentina,"300,000"
UNIÓN,"Ludueña, Juan Pablo",Defensor central,21,Argentina,"50,000"
UNIÓN,"Pardo, Franco",Defensor central,27,Argentina,"2,000,000"
UNIÓN,"Paz, Nicolás",Lateral derecho,22,Argentina,"1,800,000"
UNIÓN,"Pittón, Bruno",Lateral izquierdo,31,Argentina,"500,000"
UNIÓN,"Profini, Rafael",Defensor central,21,Argentina,"25,000"
UNIÓN,"Torrén, Miguel Ángel",Defensor central,36,Argentina,"200,000"
UNIÓN,"Vargas, Lautaro",Lateral derecho,19,Argentina,"500,000"
UNIÓN,"Banega, Tiago",Pivote,25,Argentina,"175,000"
UNIÓN,"Bircher, Juan Ignacio",Volante,19,Argentina,"25,000"
UNIÓN,"Del Blanco, Mateo",Interior izquierdo,21,Argentina,"550,000"
UNIÓN,"Mosqueira, Joaquín",Pivote,20,Argentina,"2,500,000"
UNIÓN,"Pittón, Mauro",Pivote,30,Argentina,"1,800,000"
UNIÓN,"Roldán, Enzo",Volante,23,Argentina,"1,000,000"
UNIÓN,"Tanda, Patricio",Pivote,22,Argentina,"125,000"
UNIÓN,"Verde, Lionel",Volante,20,Argentina,"25,000"
UNIÓN,"Balboa, Adrián",Delantero centro,30,Uruguay,"800,000"
UNIÓN,"Dómina, Jerónimo",Delantero centro,19,Argentina,"3,200,000"
UNIÓN,"Gamba, Lucas",Delantero centro,37,Argentina,"200,000"
UNIÓN,"Morales, Gonzalo",Delantero centro,21,Argentina,"2,000,000"
UNIÓN,"Orsini, Nicolás",Delantero centro,30,Argentina,"400,000"
UNIÓN,"Rivero, Simón",Volante,21,Argentina,"600,000"
UNIÓN,"Vanetta, José",Wing izquierdo,22,Argentina,"20,000"
VÉLEZ,"Garzón, Lautaro",Arquero,21,Argentina,"225,000"
VÉLEZ,"Gómez Riga, Emmanuel",Arquero,23,Argentina,"25,000"
VÉLEZ,"Marchiori, Tomás",Arquero,29,Argentina,"3,800,000"
VÉLEZ,"Rodríguez, Randall",Arquero,20,Uruguay,"300,000"
VÉLEZ,"Fernández, Damián",Defensor central,23,Argentina,"1,500,000"
VÉLEZ,"García, Joaquín",Lateral derecho,23,Argentina,"2,800,000"
VÉLEZ,"Gómez, Elías",Lateral izquierdo,30,Argentina,"1,000,000"
VÉLEZ,"Gómez, Valentín",Defensor central,21,Argentina,"9,000,000"
VÉLEZ,"Guidara, Tomás",Lateral derecho,28,Argentina,"800,000"
VÉLEZ,"Jara, Leonardo",Lateral derecho,33,Argentina,"200,000"
VÉLEZ,"Lagos, Agustín",Lateral derecho,23,Argentina,"450,000"
VÉLEZ,"Mammana, Emanuel",Defensor central,28,Argentina,"2,800,000"
VÉLEZ,"Pernicone, Patricio",Defensor central,23,Argentina,"50,000"
VÉLEZ,"Quirós, Aarón",Defensor central,23,Argentina,"4,500,000"
VÉLEZ,"Aquino, Claudio",Mediapunta,33,Argentina,"1,800,000"
VÉLEZ,"Cáseres, Santiago",Pivote,27,Argentina,"1,000,000"
VÉLEZ,"Elías, Jalil",Pivote,28,Siria,"3,000,000"
VÉLEZ,"Fernández, Thiago",Wing izquierdo,20,Argentina,"5,000,000"
VÉLEZ,"Montoro, Álvaro",Wing izquierdo,17,Argentina,"700,000"
VÉLEZ,"Ordóñez, Christian",Volante,20,Argentina,"5,000,000"
VÉLEZ,"Roldán, Leonel",Pivote,20,Argentina,"100,000"
VÉLEZ,"Bosch, Benjamín",Wing derecho,19,Argentina,"100,000"
VÉLEZ,"Bouzat, Agustín",Pivote,30,Argentina,"450,000"
VÉLEZ,"Carrizo, Maher",Delantero centro,18,Argentina,"100,000"
VÉLEZ,"Pellegrini, Matías",Wing izquierdo,24,Argentina,"1,700,000"
VÉLEZ,"Pizzini, Francisco",Wing derecho,31,Argentina,"2,700,000"
VÉLEZ,"Piñeiro, Rodrigo",Wing derecho,25,Uruguay,"800,000"
VÉLEZ,"Romero, Braian",Delantero centro,33,Argentina,"1,300,000"
VÉLEZ,"Santos, Michael",Delantero centro,31,Uruguay,"1,500,000"
